floor,count_floors,rooms,square,district,price
18,22,2,57.0,57,12000000
2,25,2,55.7,57,13300000
11,17,2,64.0,57,14800000
14,19,3,80.0,57,20300000
11,19,3,80.0,57,16400000
5,17,3,74.7,57,13800000
6,17,3,75.1,57,16700000
17,17,3,74.5,57,19100000
14,19,3,80.0,57,20300000
11,19,3,80.0,57,16400000
5,17,3,74.7,57,13800000
6,17,3,75.1,57,16700000
17,17,3,74.5,57,19100000
18,22,2,57.0,57,12000000
2,25,2,55.7,57,13300000
11,17,2,64.0,57,14800000
2,9,1,34.1,58,20000000
6,22,2,49.8,58,36400000
3,6,3,90.0,58,42500000
3,19,3,88.4,58,47200000
4,6,3,80.0,58,38300000
12,18,3,117.9,58,66900000
5,8,3,67.0,58,27900000
3,19,3,89.0,58,43600000
6,6,3,107.0,58,56900000
3,6,3,90.0,58,42500000
3,19,3,88.4,58,47200000
4,6,3,80.0,58,38300000
12,18,3,117.9,58,66900000
5,8,3,67.0,58,27900000
3,19,3,89.0,58,43600000
6,6,3,107.0,58,56900000
6,22,2,49.8,58,36400000
4,8,2,45.2,58,19600000
1,9,2,38.9,58,16300000
22,22,2,55.7,58,33600000
12,17,1,37.9,59,11400000
10,14,1,38.8,59,10400000
5,17,2,58.7,59,16000000
8,17,2,51.6,59,13900000
5,17,2,58.7,59,16000000
8,17,2,51.6,59,13900000
2,17,1,40.2,60,10800000
1,4,2,54.1,60,15000000
1,4,2,54.1,60,15000000
11,24,1,43.5,61,14200000
11,12,1,38.6,61,13300000
3,12,1,40.1,61,14500000
23,27,2,46.0,61,16600000
11,15,2,34.8,61,10800000
3,12,2,46.0,61,14700000
2,8,4,86.0,61,29800000
15,32,4,109.6,61,29300000
4,9,3,88.0,61,33300000
4,9,3,88.0,61,33300000
23,27,2,46.0,61,16600000
11,15,2,34.8,61,10800000
3,12,2,46.0,61,14700000
5,17,2,64.5,61,22400000
8,9,1,32.4,62,12300000
17,19,1,37.0,62,23700000
3,6,2,67.2,62,30200000
9,16,2,39.4,62,17300000
4,8,2,50.0,62,35900000
12,19,4,123.0,62,88800000
3,8,4,95.6,62,48600000
8,9,3,72.8,62,29700000
7,8,3,80.0,62,33800000
8,15,3,84.8,62,41900000
15,19,3,81.0,62,44800000
5,10,3,77.4,62,34700000
8,9,3,72.8,62,29700000
7,8,3,80.0,62,33800000
8,15,3,84.8,62,41900000
15,19,3,81.0,62,44800000
5,10,3,77.4,62,34700000
3,6,2,67.2,62,30200000
9,16,2,39.4,62,17300000
4,8,2,50.0,62,35900000
3,9,2,46.0,62,20700000
6,8,2,57.0,62,23600000
10,14,2,46.3,63,14800000
4,14,2,44.7,63,13400000
3,9,2,35.5,63,11800000
5,7,2,57.0,63,20100000
9,9,3,58.7,63,19100000
1,3,3,85.1,63,20100000
6,24,3,90.0,63,43300000
9,9,3,58.7,63,19100000
1,3,3,85.1,63,20100000
10,14,2,46.3,63,14800000
4,14,2,44.7,63,13400000
3,9,2,35.5,63,11800000
5,7,2,57.0,63,20100000
8,24,2,52.4,63,29000000
7,21,2,62.0,63,27700000
4,33,1,42.9,64,21900000
6,11,1,43.0,64,22000000
2,18,1,32.06,64,8300000
6,8,1,29.4,64,11700000
4,15,1,37.5,64,19300000
16,18,1,32.2,64,9100000
7,35,2,66.0,64,26000000
7,15,2,63.3,64,29400000
8,9,2,37.3,64,13400000
3,35,2,42.7,64,20900000
3,4,2,44.5,64,13600000
4,11,3,98.0,64,37900000
5,7,3,77.3,64,26500000
25,35,3,57.0,64,26400000
7,8,3,72.0,64,23600000
4,11,3,98.0,64,37900000
5,7,3,77.3,64,26500000
25,35,3,57.0,64,26400000
7,8,3,72.0,64,23600000
7,35,2,66.0,64,26000000
7,15,2,63.3,64,29400000
8,9,2,37.3,64,13400000
3,35,2,42.7,64,20900000
3,4,2,44.5,64,13600000
5,9,2,42.3,64,17000000
15,16,2,52.4,64,17600000
9,11,2,42.7,64,20900000
6,9,1,41.0,65,13900000
9,16,1,21.0,65,6800000
12,12,1,39.2,65,10400000
2,12,1,38.4,65,10900000
5,16,2,40.0,65,11100000
5,17,2,55.9,65,19900000
4,12,2,45.0,65,13000000
31,33,2,61.9,65,20900000
2,12,2,45.7,65,12300000
5,20,3,82.3,65,29700000
2,12,3,64.2,65,17500000
5,20,3,82.3,65,29700000
2,12,3,64.2,65,17500000
5,16,2,40.0,65,11100000
5,17,2,55.9,65,19900000
4,12,2,45.0,65,13000000
31,33,2,61.9,65,20900000
2,12,2,45.7,65,12300000
10,12,1,35.0,66,9900000
12,12,1,38.2,66,11300000
3,9,2,45.7,67,13100000
4,9,2,45.0,67,14000000
5,19,4,92.0,67,41800000
3,5,3,77.0,67,20300000
19,19,3,83.8,67,34000000
3,5,3,77.0,67,20300000
19,19,3,83.8,67,34000000
3,9,2,45.7,67,13100000
4,9,2,45.0,67,14000000
5,23,2,60.0,67,23500000
3,18,1,47.5,68,15900000
9,9,1,32.3,68,10600000
7,9,1,27.0,68,9200000
2,9,3,50.0,68,14300000
4,9,3,50.0,68,13700000
8,9,3,68.3,68,16800000
2,9,3,50.0,68,14300000
4,9,3,50.0,68,13700000
8,9,3,68.3,68,16800000
21,22,2,60.0,68,17900000
6,16,2,54.0,68,15000000
2,4,1,46.0,69,8800000
23,32,1,37.1,69,14200000
2,9,1,31.0,69,10500000
5,9,2,46.1,69,14600000
2,5,2,44.0,69,11800000
7,16,3,67.8,69,19000000
18,29,3,107.3,69,40700000
7,16,3,67.8,69,19000000
18,29,3,107.3,69,40700000
5,9,2,46.1,69,14600000
2,5,2,44.0,69,11800000
23,25,1,36.0,70,14600000
4,5,1,35.4,70,12700000
2,5,2,55.1,70,16800000
15,44,4,216.0,70,98100000
7,22,4,143.0,70,72900000
12,12,3,68.8,70,25900000
20,24,3,70.0,70,38200000
6,9,3,60.0,70,19000000
10,12,3,66.4,70,19600000
29,29,3,89.0,70,27100000
12,12,3,68.8,70,25900000
20,24,3,70.0,70,38200000
6,9,3,60.0,70,19000000
10,12,3,66.4,70,19600000
29,29,3,89.0,70,27100000
2,5,2,55.1,70,16800000
4,5,2,42.8,70,14700000
11,12,2,51.9,70,17900000
7,9,2,52.2,70,20600000
1,8,1,15.0,71,4300000
9,11,1,35.7,71,14500000
18,20,1,34.2,71,16600000
17,21,1,42.0,71,22400000
5,14,1,33.0,71,13100000
5,9,1,39.1,71,13200000
17,19,2,87.5,71,44700000
2,9,2,36.0,71,13500000
14,17,2,68.0,71,28800000
3,20,2,63.7,71,27900000
10,21,4,100.0,71,61700000
18,19,4,118.5,71,55700000
7,20,4,108.0,71,44900000
1,11,3,87.6,71,23800000
15,18,3,62.0,71,28100000
13,14,3,85.0,71,32200000
8,18,3,75.5,71,34400000
11,20,3,107.0,71,48800000
5,17,3,93.0,71,37500000
2,22,3,72.0,71,40400000
21,22,3,106.0,71,61200000
4,5,3,72.7,71,18800000
2,22,3,75.4,71,42300000
1,11,3,87.6,71,23800000
15,18,3,62.0,71,28100000
13,14,3,85.0,71,32200000
8,18,3,75.5,71,34400000
11,20,3,107.0,71,48800000
5,17,3,93.0,71,37500000
2,22,3,72.0,71,40400000
21,22,3,106.0,71,61200000
4,5,3,72.7,71,18800000
17,19,2,87.5,71,44700000
2,9,2,36.0,71,13500000
14,17,2,68.0,71,28800000
3,20,2,63.7,71,27900000
3,8,2,54.8,71,19400000
4,19,2,45.15,71,19200000
7,26,2,49.0,71,19600000
1,22,2,62.3,71,34800000
2,6,2,90.0,71,34700000
21,24,1,20.0,72,7000000
2,17,1,37.5,72,10600000
4,12,2,72.5,72,15400000
9,14,2,51.3,72,14100000
4,5,4,63.0,72,14900000
9,16,3,64.3,72,13900000
5,14,3,95.7,72,24600000
9,16,3,64.3,72,13900000
5,14,3,95.7,72,24600000
4,12,2,72.5,72,15400000
9,14,2,51.3,72,14100000
12,12,1,39.0,73,11100000
5,12,1,34.8,73,10000000
4,12,1,36.0,73,9700000
6,14,2,53.3,73,13700000
33,39,2,69.2,73,20700000
2,17,2,45.0,73,14900000
5,9,3,60.0,73,14100000
37,39,3,75.2,73,24700000
5,9,3,60.0,73,14100000
37,39,3,75.2,73,24700000
6,14,2,53.3,73,13700000
33,39,2,69.2,73,20700000
2,17,2,45.0,73,14900000
9,14,1,35.3,74,11600000
5,15,4,142.0,74,73700000
5,15,4,142.0,74,73700000
8,9,4,107.1,74,39800000
1,6,4,77.2,74,25700000
5,12,3,85.7,74,43900000
4,12,3,83.5,74,42800000
4,7,3,110.0,74,47000000
5,12,3,85.0,74,43500000
16,30,3,130.0,74,53300000
5,12,3,83.67,74,42900000
7,9,3,78.0,74,25300000
3,6,3,90.4,74,38100000
1,6,3,63.4,74,22800000
5,12,3,85.7,74,43900000
4,12,3,83.5,74,42800000
4,7,3,110.0,74,47000000
5,12,3,85.0,74,43500000
16,30,3,130.0,74,53300000
5,12,3,83.67,74,42900000
7,9,3,78.0,74,25300000
3,6,3,90.4,74,38100000
1,6,3,63.4,74,22800000
3,9,1,30.3,75,8600000
6,9,1,35.0,75,10000000
6,9,1,26.9,75,7700000
1,9,1,34.9,75,8600000
9,9,1,35.3,75,10200000
4,9,1,26.8,75,7600000
4,9,1,36.1,75,10300000
1,9,1,29.8,75,7400000
5,9,1,36.1,75,10300000
9,9,1,36.5,75,10600000
8,9,1,37.0,75,10600000
7,9,1,36.9,75,10500000
4,9,1,36.0,75,10300000
9,9,1,35.9,75,10400000
7,9,1,36.3,75,10400000
5,9,1,26.8,75,7600000
3,8,1,38.4,75,10400000
3,17,1,34.4,75,10700000
8,12,1,36.9,75,10400000
9,9,1,42.0,75,15100000
6,9,1,35.0,75,10000000
12,12,2,48.0,75,12700000
3,5,2,44.7,75,12000000
2,9,2,43.0,75,11600000
13,15,2,61.0,75,16200000
8,12,3,80.2,75,20500000
3,14,3,64.0,75,15300000
5,14,3,80.6,75,20100000
8,12,3,80.2,75,20500000
3,14,3,64.0,75,15300000
5,14,3,80.6,75,20100000
12,12,2,48.0,75,12700000
3,5,2,44.7,75,12000000
2,9,2,43.0,75,11600000
13,15,2,61.0,75,16200000
7,17,2,57.5,75,18200000
5,5,1,30.7,76,12400000
5,8,2,44.7,76,14400000
2,4,2,136.6,76,70000000
2,8,2,97.1,76,44000000
2,13,2,55.7,76,15300000
6,9,4,176.0,76,78100000
19,22,3,114.7,76,58900000
9,18,3,85.2,76,65400000
2,8,3,76.2,76,20700000
14,16,3,64.7,76,20300000
6,9,3,76.5,76,33500000
19,22,3,114.7,76,58900000
9,18,3,85.2,76,65400000
2,8,3,76.2,76,20700000
14,16,3,64.7,76,20300000
5,8,2,44.7,76,14400000
2,4,2,136.6,76,70000000
2,8,2,97.1,76,44000000
2,13,2,55.7,76,15300000
4,9,1,34.2,77,11100000
3,17,1,38.0,77,10300000
3,9,1,32.5,77,8500000
1,9,1,35.5,77,10200000
6,16,1,38.1,77,11600000
6,16,1,38.0,77,11600000
2,14,1,41.0,77,12400000
7,12,2,52.3,77,14500000
7,12,2,52.3,77,14500000
7,12,1,35.0,78,9700000
5,17,1,38.0,78,10500000
3,12,1,38.6,78,10400000
9,9,1,33.1,78,9600000
7,10,1,38.2,78,11300000
4,12,2,45.6,78,12800000
9,9,2,50.5,78,13100000
13,16,2,50.3,78,12800000
9,9,3,59.0,78,13700000
9,9,3,59.0,78,13700000
4,12,2,45.6,78,12800000
13,16,2,50.3,78,12800000
2,12,1,35.2,79,13100000
8,9,2,39.0,79,13700000
28,30,4,200.0,79,77300000
22,23,3,163.0,79,61400000
12,25,3,100.0,79,42100000
12,13,3,64.2,79,24000000
22,23,3,163.0,79,61400000
12,25,3,100.0,79,42100000
12,13,3,64.2,79,24000000
8,9,2,39.0,79,13700000
15,22,1,17.3,80,6300000
13,22,1,18.0,80,6600000
16,22,1,19.8,80,7300000
11,22,1,21.3,80,7800000
15,22,1,20.3,80,7400000
13,22,1,20.9,80,7700000
13,22,1,17.6,80,6400000
7,28,1,56.3,80,28000000
7,16,2,53.6,80,17200000
11,24,2,63.0,80,30800000
10,16,2,54.1,80,18500000
8,16,2,70.8,80,26500000
8,16,2,70.8,80,26500000
3,9,2,44.3,80,14400000
4,9,2,45.0,80,16000000
8,23,4,106.0,80,72900000
8,25,3,104.0,80,35500000
14,16,3,75.0,80,24100000
17,28,3,75.0,80,39700000
8,25,3,104.0,80,35500000
14,16,3,75.0,80,24100000
7,16,2,53.6,80,17200000
11,24,2,63.0,80,30800000
10,16,2,54.1,80,18500000
8,16,2,70.8,80,26500000
8,16,2,70.8,80,26500000
3,9,2,44.3,80,14400000
4,9,2,45.0,80,16000000
1,9,1,23.0,81,7300000
3,14,1,38.5,81,12400000
12,12,1,32.1,81,10900000
8,9,1,35.0,81,10700000
5,9,1,32.8,81,10900000
6,9,2,45.0,81,16500000
14,15,2,37.8,81,11400000
14,14,2,47.0,81,16000000
17,25,4,91.0,81,26800000
16,22,4,97.7,81,30600000
1,9,3,60.2,81,15100000
4,9,3,63.4,81,17200000
4,14,3,64.1,81,16700000
1,9,3,60.2,81,15100000
4,9,3,63.4,81,17200000
4,14,3,64.1,81,16700000
6,9,2,45.0,81,16500000
14,15,2,37.8,81,11400000
14,14,2,47.0,81,16000000
6,18,1,40.9,82,16000000
2,8,2,55.1,82,19400000
5,8,2,54.5,82,19400000
6,18,2,66.7,82,49500000
3,22,2,43.0,82,27800000
9,17,2,57.0,82,21800000
9,17,2,56.5,82,21700000
13,18,2,87.2,82,64800000
8,9,2,43.1,82,15200000
2,10,4,94.0,82,36200000
4,5,4,165.3,82,93700000
13,14,3,74.0,82,29600000
5,5,3,174.6,82,91500000
7,9,3,77.0,82,33700000
4,6,3,110.0,82,65300000
1,5,3,53.0,82,15600000
13,14,3,74.0,82,29600000
5,5,3,174.6,82,91500000
7,9,3,77.0,82,33700000
4,6,3,110.0,82,65300000
1,5,3,53.0,82,15600000
2,8,2,55.1,82,19400000
5,8,2,54.5,82,19400000
6,18,2,66.7,82,49500000
3,22,2,43.0,82,27800000
9,17,2,57.0,82,21800000
9,17,2,56.5,82,21700000
13,18,2,87.2,82,64800000
8,9,2,43.1,82,15200000
2,14,2,54.4,82,17900000
11,14,2,55.0,82,22300000
29,37,2,54.0,82,24900000
17,23,1,33.8,83,12900000
1,12,1,32.6,83,8600000
6,23,2,55.7,83,12300000
11,14,2,40.5,83,9900000
22,22,3,63.0,83,22400000
22,22,3,83.0,83,29500000
8,9,3,58.4,83,15200000
4,9,3,59.7,83,16700000
22,22,3,63.0,83,22400000
22,22,3,83.0,83,29500000
8,9,3,58.4,83,15200000
4,9,3,59.7,83,16700000
6,23,2,55.7,83,12300000
11,14,2,40.5,83,9900000
14,23,2,61.0,83,22300000
13,18,1,35.7,84,13700000
5,12,2,52.0,84,14200000
8,9,2,47.6,84,13700000
8,9,4,147.1,84,43000000
1,17,3,80.7,84,19900000
19,24,3,86.0,84,25200000
1,17,3,80.7,84,19900000
19,24,3,86.0,84,25200000
5,12,2,52.0,84,14200000
8,9,2,47.6,84,13700000
22,33,3,58.0,85,20500000
12,24,3,84.4,85,25200000
19,24,3,80.0,85,26700000
22,33,3,58.0,85,20500000
12,24,3,84.4,85,25200000
19,24,3,80.0,85,26700000
1,9,1,18.0,86,5900000
5,5,1,32.0,86,10500000
10,18,2,60.5,86,19100000
12,12,3,70.0,86,19100000
12,12,3,70.0,86,19100000
10,18,2,60.5,86,19100000
6,16,1,31.0,87,7600000
10,17,1,39.3,87,10100000
2,9,2,64.9,87,17800000
2,9,2,64.9,87,17800000
15,17,1,37.9,88,11900000
7,12,2,55.0,88,15800000
3,5,2,45.3,88,13100000
6,9,2,37.0,88,11000000
6,9,2,37.0,88,10500000
6,9,2,37.0,88,10500000
5,9,2,55.0,88,15300000
7,12,2,55.0,88,15800000
3,5,2,45.3,88,13100000
6,9,2,37.0,88,11000000
6,9,2,37.0,88,10500000
6,9,2,37.0,88,10500000
5,9,2,55.0,88,15300000
6,9,1,32.0,89,8400000
1,5,1,29.8,91,9000000
4,6,2,78.4,91,23400000
2,5,2,43.9,91,11400000
6,10,2,63.9,91,17100000
4,6,2,78.4,91,23400000
2,5,2,43.9,91,11400000
6,10,2,63.9,91,17100000
12,17,1,36.6,92,8700000
11,13,1,37.0,92,8900000
9,17,1,40.0,92,10000000
7,14,3,75.0,92,16700000
7,14,3,75.0,92,16700000
9,16,1,47.4,93,9700000
4,16,4,132.0,93,21600000
8,9,1,32.6,94,9400000
5,9,1,32.5,94,9900000
3,9,2,45.0,94,11700000
9,17,2,60.0,94,15800000
3,9,2,45.0,94,11700000
9,17,2,60.0,94,15800000
16,17,1,34.0,95,8500000
18,24,1,35.0,95,11000000
12,14,2,38.7,95,9000000
8,20,2,62.5,95,12300000
12,16,2,52.5,95,13000000
10,18,4,101.2,95,22400000
11,20,4,109.88,95,23900000
8,20,3,92.67,95,19800000
8,20,3,92.67,95,19800000
12,14,2,38.7,95,9000000
8,20,2,62.5,95,12300000
12,16,2,52.5,95,13000000
5,45,2,79.5,95,18300000
9,14,1,39.1,96,10400000
8,14,1,40.8,96,10700000
14,17,1,37.7,97,11400000
16,16,1,42.2,98,11400000
11,12,1,37.0,98,10300000
4,12,3,61.0,98,15500000
4,12,3,61.0,98,15500000
14,17,1,40.2,99,9200000
16,17,2,53.5,99,13400000
14,16,3,67.4,99,14600000
14,16,3,67.4,99,14600000
16,17,2,53.5,99,13400000
10,17,1,38.8,100,11200000
25,25,1,44.0,100,16700000
8,12,1,38.7,100,10200000
14,25,1,36.7,100,10700000
9,14,2,54.2,100,16600000
6,17,2,53.9,100,15400000
9,14,2,54.2,100,16600000
6,17,2,53.9,100,15400000
3,25,1,43.1,101,10500000
4,19,1,37.7,101,9000000
6,16,1,34.7,102,10600000
20,23,1,49.0,102,29400000
5,9,1,33.0,102,10000000
6,9,1,33.5,102,11400000
11,24,1,38.3,102,11400000
13,16,1,37.0,102,11700000
19,22,1,38.5,102,10600000
10,12,2,40.0,102,11600000
28,30,2,68.9,102,26400000
30,30,2,56.8,102,21700000
12,16,2,54.0,102,16700000
19,25,2,62.2,102,23500000
7,23,2,50.0,102,26200000
6,9,2,42.3,102,13800000
5,12,2,46.1,102,13500000
21,25,4,140.0,102,46400000
21,29,4,114.0,102,46100000
9,21,4,200.0,102,63400000
21,26,4,140.0,102,39900000
6,15,4,147.0,102,39900000
30,30,4,129.8,102,48600000
5,5,3,73.0,102,20300000
17,23,3,61.7,102,25100000
4,17,3,152.0,102,56600000
3,16,3,75.0,102,24500000
5,5,3,73.0,102,20300000
17,23,3,61.7,102,25100000
4,17,3,152.0,102,56600000
3,16,3,75.0,102,24500000
10,12,2,40.0,102,11600000
28,30,2,68.9,102,26400000
30,30,2,56.8,102,21700000
10,24,2,62.0,102,16400000
12,16,2,54.0,102,16700000
19,25,2,62.2,102,23500000
7,23,2,50.0,102,26200000
6,9,2,42.3,102,13800000
5,12,2,46.1,102,13500000
21,31,2,50.9,102,19500000
9,15,2,38.9,102,20200000
16,20,2,51.4,102,23700000
9,16,1,38.1,103,12300000
1,16,1,37.8,103,11800000
10,16,1,39.5,103,13700000
8,12,2,45.5,103,14700000
4,20,3,118.0,103,35100000
7,29,3,95.9,103,48100000
8,9,3,51.0,103,15600000
4,20,3,118.0,103,35100000
7,29,3,95.9,103,48100000
8,9,3,51.0,103,15600000
8,12,2,45.5,103,14700000
5,17,1,38.0,104,10300000
6,9,1,32.7,104,9600000
7,25,2,70.0,104,19200000
2,9,2,44.0,104,11500000
3,20,2,44.0,104,16400000
2,22,3,61.6,104,17600000
6,21,3,102.0,104,22100000
2,22,3,61.6,104,17600000
6,21,3,102.0,104,22100000
7,25,2,70.0,104,19200000
2,9,2,44.0,104,11500000
3,20,2,44.0,104,16400000
8,16,1,43.0,105,12400000
4,5,1,33.5,105,9200000
4,9,2,46.0,105,12600000
12,16,2,52.0,105,14500000
7,9,2,45.2,105,11800000
7,9,2,52.2,105,15800000
3,12,3,63.1,105,16900000
7,9,3,57.6,105,15100000
3,12,3,63.1,105,16900000
7,9,3,57.6,105,15100000
4,9,2,46.0,105,12600000
12,16,2,52.0,105,14500000
7,9,2,45.2,105,11800000
7,9,2,52.2,105,15800000
10,16,2,69.0,105,22800000
7,9,1,32.0,106,10200000
21,31,1,41.0,106,13500000
5,5,2,44.6,106,12200000
2,9,2,44.1,106,11600000
7,17,3,79.2,106,23100000
7,17,3,79.2,106,23100000
5,5,2,44.6,106,12200000
2,9,2,44.1,106,11600000
10,31,2,62.0,106,19000000
5,9,1,32.9,107,11600000
4,8,2,60.3,107,27400000
2,18,2,120.3,107,48400000
1,18,2,122.4,107,47800000
7,8,2,69.0,107,25100000
7,9,2,39.0,107,13600000
8,9,2,45.4,107,16100000
3,18,4,161.6,107,65600000
6,18,4,121.9,107,49500000
6,10,4,180.0,107,55000000
3,18,4,161.6,107,65600000
3,18,4,184.5,107,74900000
15,23,3,120.0,107,52300000
5,17,3,82.0,107,35200000
3,18,3,184.5,107,72600000
4,24,3,75.4,107,32200000
4,22,3,114.0,107,47000000
5,10,3,68.7,107,23000000
3,8,3,93.0,107,33700000
5,8,3,81.0,107,31100000
7,8,3,78.0,107,34300000
5,15,3,106.0,107,37200000
15,23,3,120.0,107,52300000
5,17,3,82.0,107,35200000
3,18,3,184.5,107,72600000
4,24,3,75.4,107,32200000
4,22,3,114.0,107,47000000
5,10,3,68.7,107,23000000
3,8,3,93.0,107,33700000
5,8,3,81.0,107,31100000
7,8,3,78.0,107,34300000
4,8,2,60.3,107,27400000
2,18,2,120.3,107,48400000
1,18,2,122.4,107,47800000
7,8,2,69.0,107,25100000
7,9,2,39.0,107,13600000
8,9,2,45.4,107,16100000
8,9,2,58.5,107,20200000
8,8,2,48.2,107,20000000
4,18,2,108.3,107,44800000
6,18,2,121.9,107,50400000
2,17,1,37.6,108,13800000
5,12,2,38.2,108,11600000
4,4,2,29.0,108,9300000
6,22,2,57.3,108,19500000
5,12,2,38.2,108,11600000
4,4,2,29.0,108,9300000
6,22,2,57.3,108,19500000
12,17,2,53.4,108,18300000
11,21,1,42.0,109,16200000
11,21,2,44.9,109,15600000
5,15,4,122.7,109,55200000
34,39,3,100.0,109,50300000
5,7,3,130.0,109,66500000
2,5,3,81.6,109,32200000
34,39,3,100.0,109,50300000
5,7,3,130.0,109,66500000
2,5,3,81.6,109,32200000
11,21,2,44.9,109,15600000
11,21,2,70.6,109,24600000
1,4,2,100.0,109,28700000
6,24,1,63.0,110,22800000
11,15,2,81.1,110,34600000
2,7,4,248.0,110,107200000
4,4,4,212.7,110,115100000
15,24,4,125.5,110,35200000
3,16,3,73.0,110,24700000
2,7,3,101.5,110,48100000
3,16,3,73.0,110,24700000
2,7,3,101.5,110,48100000
11,15,2,81.1,110,34600000
1,5,1,31.0,112,7000000
3,3,1,53.0,112,10800000
1,5,1,36.7,113,7100000
2,4,2,51.4,113,9500000
3,4,2,54.2,113,10200000
2,4,2,51.4,113,9500000
3,4,2,54.2,113,10200000
6,6,1,29.5,114,6700000
5,5,1,10.0,114,9400000
6,9,2,38.0,114,12700000
16,19,4,220.9,114,72600000
1,5,3,67.0,114,15600000
11,15,3,123.0,114,37300000
1,5,3,67.0,114,15600000
6,9,2,38.0,114,12700000
16,16,2,52.6,114,14400000
1,14,1,35.0,115,10400000
31,58,2,57.3,115,32300000
33,59,2,56.8,115,32000000
9,9,2,35.0,115,14100000
5,59,4,142.7,115,82900000
4,59,4,138.0,115,80100000
41,50,3,101.0,115,44900000
17,58,3,89.0,115,48900000
5,58,3,67.0,115,36800000
41,50,3,101.0,115,44900000
17,58,3,89.0,115,48900000
5,58,3,67.0,115,36800000
31,58,2,57.3,115,32300000
33,59,2,56.8,115,32000000
9,9,2,35.0,115,14100000
6,12,2,46.7,115,18100000
5,58,2,67.0,115,35500000
36,58,2,56.3,115,31800000
7,16,1,34.5,117,8300000
3,14,2,60.0,117,13200000
3,14,2,60.0,117,13200000
15,17,1,38.5,118,10300000
5,22,4,101.0,118,23300000
1,4,3,83.3,118,24500000
2,14,3,72.0,118,20100000
1,4,3,83.3,118,24500000
2,14,3,72.0,118,20100000
3,16,1,35.0,119,10700000
5,9,2,44.5,119,12200000
5,9,3,60.0,119,16900000
5,9,3,60.0,119,16900000
5,9,2,44.5,119,12200000
10,17,1,37.0,120,11300000
4,14,1,38.8,120,10300000
3,16,1,36.8,120,10600000
2,12,2,45.0,120,12800000
13,17,2,53.8,120,14400000
13,14,2,45.0,120,14200000
11,12,2,48.8,120,13100000
2,9,3,58.0,120,15300000
3,9,3,63.7,120,16300000
2,9,3,58.0,120,15300000
3,9,3,63.7,120,16300000
2,12,2,45.0,120,12800000
13,17,2,53.8,120,14400000
13,14,2,45.0,120,14200000
11,12,2,48.8,120,13100000
3,3,1,38.4,121,9800000
6,9,1,32.6,122,10900000
4,7,2,66.3,122,17600000
5,12,2,41.0,122,13000000
7,9,2,41.0,122,15100000
7,9,3,71.0,122,24100000
4,5,3,55.3,122,16400000
11,12,3,65.5,122,18000000
2,5,3,74.0,122,19800000
7,9,3,71.0,122,24100000
4,5,3,55.3,122,16400000
11,12,3,65.5,122,18000000
2,5,3,74.0,122,19800000
4,7,2,66.3,122,17600000
5,12,2,41.0,122,13000000
7,9,2,41.0,122,15100000
20,24,2,42.0,122,16000000
11,14,3,65.2,125,15900000
11,14,3,64.4,125,15700000
11,14,3,65.2,125,15900000
11,14,3,64.4,125,15700000
12,12,2,49.9,126,13900000
2,9,2,45.0,126,14600000
9,12,2,45.0,126,12900000
9,12,2,51.0,126,15200000
3,9,4,62.7,126,15000000
4,9,3,57.8,126,14700000
4,9,3,60.0,126,15100000
3,9,3,57.9,126,16000000
6,9,3,58.5,126,17900000
8,9,3,49.6,126,13600000
3,16,3,72.0,126,23000000
3,17,3,76.1,126,24700000
4,9,3,57.8,126,14700000
4,9,3,60.0,126,15100000
3,9,3,57.9,126,16000000
6,9,3,58.5,126,17900000
8,9,3,49.6,126,13600000
3,16,3,72.0,126,23000000
3,17,3,76.1,126,24700000
12,12,2,49.9,126,13900000
2,9,2,45.0,126,14600000
9,12,2,45.0,126,12900000
9,12,2,51.0,126,15200000
34,47,4,87.0,127,37100000
20,23,3,95.2,127,30400000
4,9,3,70.5,127,20500000
13,47,3,68.0,127,31400000
20,23,3,95.2,127,30400000
4,9,3,70.5,127,20500000
13,47,3,68.0,127,31400000
7,7,2,54.0,127,18000000
19,48,2,53.3,127,23200000
15,18,4,100.3,128,30200000
4,6,3,115.4,128,31700000
4,6,3,115.4,128,31700000
1,5,3,53.4,132,14200000
15,17,3,75.6,132,16100000
1,5,3,53.4,132,14200000
15,17,3,75.6,132,16100000
11,12,2,46.9,133,13000000
9,9,3,59.0,133,15000000
9,9,3,59.0,133,15000000
11,12,2,46.9,133,13000000
11,29,2,60.4,133,21000000
6,14,2,43.0,134,13200000
9,9,2,45.2,134,13500000
3,9,3,56.0,134,14500000
3,9,3,56.0,134,14500000
6,14,2,43.0,134,13200000
9,9,2,45.2,134,13500000
11,22,2,60.0,134,20000000
2,41,2,94.2,134,33300000
2,14,2,50.4,135,13800000
16,17,3,71.4,135,16600000
3,17,3,77.2,135,19000000
16,17,3,71.4,135,16600000
3,17,3,77.2,135,19000000
2,14,2,50.4,135,13800000
4,12,2,40.0,136,13600000
22,25,2,49.9,136,20100000
3,4,3,83.0,136,21700000
3,4,3,83.0,136,21700000
4,12,2,40.0,136,13600000
22,25,2,49.9,136,20100000
5,9,2,38.0,137,12000000
1,14,2,38.4,137,11200000
12,14,3,83.0,137,20500000
12,14,3,83.0,137,20500000
5,9,2,38.0,137,12000000
1,14,2,38.4,137,11200000
17,22,2,63.0,137,20800000
3,9,2,41.2,138,21500000
2,10,2,54.0,138,12100000
